1	1	0	0	1	1	0	0	0	0	1	100561	0
2	0	0	0	1	2	0	1	1	0	1	100591	0
2	0	0	0	0	0	0	0	0	0	0	100611	0
1	0	0	0	0	0	1	0	0	0	0	100661	0
0	0	0	0	0	0	0	0	0	0	2	100701	0
1	2	2	1	2	1	2	1	2	1	2	100741	0
1	1	1	1	1	0	0	0	1	0	2	100761	0
1	1	1	0	0	0	0	0	0	0	2	100771	0
2	1	0	0	0	0	1	0	1	0	2	100791	0
1	2	2	0	1	0	1	1	1	0	2	100821	0
0	1	0	0	0	0	0	0	0	0	1	100861	0
2	0	0	0	0	0	0	0	0	0	1	100881	0
0	0	0	0	0	0	0	0	0	0	0	100891	0
2	1	0	0	0	0	0	0	0	0	1	100931	0
0	0	0	0	0	0	0	0	0	0	0	101041	0
0	0	2	1	1	0	2	1	2	0	2	101051	0
1	0	1	0	0	0	2	1	0	0	0	101061	0
1	0	1	0	1	0	1	1	0	0	0	101081	0
2	2	2	1	2	0	2	2	1	0	2	101101	0
2	0	1	2	1	0	2	2	2	0	2	101141	0
2	0	2	1	0	0	0	0	1	0	2	101151	0
1	0	2	0	0	0	1	0	0	0	1	101171	0
2	1	2	0	0	0	0	0	0	0	2	101251	0
1	0	0	0	0	1	1	1	0	0	0	101301	0
1	1	0	1	0	0	1	0	1	0	2	101321	0
0	2	0	0	0	0	1	0	1	0	2	101341	0
2	1	1	0	0	0	0	1	0	0	1	101351	0
2	1	2	0	1	1	1	0	1	0	2	101381	0
2	0	2	0	0	0	0	0	1	0	2	101421	0
2	2	1	0	0	0	2	1	0	0	0	101451	0
2	0	2	1	2	0	2	0	0	1	2	101461	0
2	1	0	0	0	0	1	0	0	0	2	101521	0
1	1	1	0	0	0	0	1	0	0	2	101541	0
2	2	0	0	0	0	0	0	0	0	0	101571	0
0	2	2	0	1	1	1	1	0	0	2	101581	0
2	0	0	0	0	0	0	0	0	0	0	101641	0
2	0	2	0	0	0	1	0	0	0	0	101651	0
2	0	1	0	1	1	1	1	0	0	0	101671	0
1	2	1	0	1	0	1	1	2	0	1	101691	0
2	1	1	0	0	0	1	1	1	0	1	101761	0
2	0	2	0	1	0	0	0	1	0	2	101781	0
2	0	0	0	0	0	0	0	0	0	0	101791	0
1	0	0	0	0	0	2	1	0	0	0	101801	0
1	2	2	0	0	0	1	0	0	0	0	101811	0
0	0	1	0	0	0	0	0	0	0	0	101891	0
1	0	2	0	1	1	0	0	0	0	1	101901	0
1	0	1	0	0	0	0	0	0	0	0	101911	0
2	0	1	1	1	1	1	1	1	0	2	101931	0
2	0	0	0	0	0	2	2	2	0	2	101961	0
2	1	2	1	2	0	2	1	1	1	2	101991	0
1	2	1	0	0	0	1	1	0	0	1	102011	0
2	1	1	0	0	0	0	0	1	0	2	102031	0
0	2	1	0	0	0	0	0	0	0	0	102061	0
1	1	2	0	1	1	0	0	0	0	0	102121	0
0	0	0	0	0	0	1	0	0	0	1	102131	0
2	0	2	0	0	0	1	1	1	0	2	102141	0
1	2	0	0	1	0	2	1	0	0	2	102171	0
2	1	1	1	1	1	0	1	2	0	2	102181	0
2	0	2	0	1	0	2	0	0	0	2	102191	0
1	0	0	0	1	0	0	0	0	0	1	102231	0
1	0	0	0	2	1	0	0	0	0	2	102241	0
2	2	0	0	1	0	2	1	1	0	0	102291	0
2	0	2	0	0	0	2	0	0	0	0	102301	0
2	1	2	1	0	1	2	0	1	0	2	102361	0
2	0	2	0	2	0	1	1	0	0	1	102371	0
1	0	0	0	0	0	0	0	0	0	2	102391	0
1	0	1	0	1	0	1	1	1	0	0	102411	0
2	0	0	0	1	0	0	0	1	0	2	102451	0
2	0	0	0	0	0	0	0	0	0	0	102471	0
1	1	1	1	0	0	2	1	0	0	2	102581	0
1	2	1	0	2	2	0	0	0	0	2	102611	0
0	1	0	0	0	0	0	0	0	0	0	102701	0
1	0	0	0	0	0	1	0	0	0	0	102711	0
2	1	1	0	0	0	1	1	0	0	1	102731	0
2	0	0	0	1	0	1	0	0	0	1	102751	0
1	0	2	0	0	0	2	0	0	0	2	102781	0
1	1	2	1	2	1	0	1	1	0	1	102791	0
0	1	1	0	2	1	1	1	1	1	2	102851	0
0	1	0	0	0	0	1	0	0	0	0	102931	0
2	0	2	0	2	0	1	0	0	0	2	102981	0
2	2	1	0	0	0	0	0	0	0	2	103031	0
2	1	1	0	0	1	0	0	0	0	0	103051	0
0	0	2	0	0	0	1	0	0	0	1	103061	0
0	1	1	0	2	2	0	0	0	0	1	103111	0
2	2	1	0	0	0	1	0	1	0	2	104511	0
2	1	1	0	0	0	1	1	1	0	0	104561	0
2	0	0	0	1	0	0	0	1	0	1	104661	0
1	2	1	1	1	1	1	1	1	1	1	104721	0
2	1	1	0	0	0	1	1	2	1	2	104731	0
2	0	0	0	0	0	2	1	0	0	0	104771	0
1	1	0	0	0	1	1	1	1	0	1	104811	0
2	1	1	0	2	0	1	1	1	0	1	104901	0
1	2	1	0	0	0	1	1	0	0	2	104911	0
2	0	2	0	0	0	2	1	0	0	2	104951	0
1	1	1	0	0	2	1	0	1	0	0	104961	0
2	0	0	0	0	0	1	1	1	0	1	105061	0
1	1	2	1	1	1	1	1	1	0	2	105101	0
0	1	2	0	0	0	0	1	0	0	1	105141	0
0	0	0	0	1	0	0	0	0	0	1	105151	0
1	0	0	0	0	0	0	0	0	0	1	105171	0
2	1	1	1	1	0	1	0	1	0	0	105261	0
2	1	2	0	2	1	2	2	2	0	1	105271	0
0	2	1	0	2	2	2	2	1	1	2	105281	0
2	0	2	0	0	1	2	1	0	1	2	105291	0
2	2	1	0	0	0	1	1	1	0	2	105391	0
0	0	1	1	1	1	1	2	0	0	2	105511	0
0	0	2	2	2	0	2	2	0	0	2	105521	0
2	0	2	0	0	1	1	0	1	0	1	105531	0
2	2	0	1	1	2	2	1	1	0	2	105551	0
2	0	0	0	0	0	0	0	0	0	2	105581	0
2	2	2	0	0	0	2	0	1	0	2	105591	0
2	0	1	0	0	0	1	1	1	0	1	105601	0
2	1	1	1	0	0	2	2	1	0	2	105611	0
1	0	0	0	2	0	1	2	2	0	2	105621	0
2	0	2	0	1	0	0	0	0	0	0	105651	0
2	0	1	0	1	1	0	0	0	0	2	105661	0
0	1	0	0	0	0	0	1	0	0	1	105671	0
2	0	0	0	0	0	0	0	0	0	1	105741	0
2	1	2	0	2	0	0	0	0	0	2	105761	0
2	2	2	1	0	0	2	1	1	0	2	105791	0
0	1	2	0	0	0	0	0	0	0	2	105911	0
1	0	1	0	0	1	1	0	1	0	1	105931	0
2	2	2	0	1	2	1	1	0	0	2	105951	0
1	0	0	0	2	0	1	0	0	0	0	105961	0
1	2	1	1	2	0	2	1	1	0	1	106131	0
2	2	1	0	0	0	0	0	0	0	0	106161	0
1	0	0	0	1	0	0	0	0	0	1	106191	0
2	0	2	0	0	0	2	2	2	0	2	106261	0
0	0	0	0	0	0	1	1	0	0	2	106321	0
1	0	1	1	0	0	0	1	0	0	0	106351	0
0	0	0	0	0	0	0	1	0	0	0	106371	0
2	0	0	0	1	0	0	0	0	0	2	106401	0
2	1	2	0	2	2	1	1	0	0	2	106481	0
0	0	0	0	0	0	0	0	0	0	0	106501	0
0	1	2	1	1	1	0	0	0	0	2	106541	0
2	0	1	1	0	1	1	0	0	0	1	106621	0
2	0	1	0	2	0	2	0	0	0	2	106671	0
2	1	2	1	1	0	0	1	0	0	2	106741	0
2	0	0	0	2	2	1	0	0	0	1	106791	0
2	0	2	1	2	0	2	2	1	0	2	106881	0
2	0	1	0	0	0	1	1	0	0	2	106921	0
2	2	0	0	0	0	1	1	0	0	2	106941	0
1	0	1	0	0	0	0	0	0	0	1	106971	0
2	1	0	0	0	0	0	0	0	0	0	107011	0
1	1	2	0	1	0	1	1	2	0	1	107021	0
1	0	1	0	0	0	0	0	0	0	1	107031	0
0	2	0	0	0	0	0	0	0	0	2	107191	0
1	2	1	0	1	0	1	1	0	0	1	107201	0
1	0	0	0	0	0	0	0	1	0	1	107251	0
0	1	1	0	0	0	0	0	1	0	1	108371	0
2	2	1	1	2	2	1	1	0	0	2	108381	0
0	2	0	0	0	0	2	0	0	0	2	108391	0
0	1	1	0	0	0	1	0	0	0	0	108401	0
0	0	0	0	0	0	0	0	0	0	0	108411	0
1	2	2	1	2	0	1	0	0	0	0	108451	0
1	1	2	0	0	0	0	0	1	0	2	108461	0
2	2	0	0	0	0	0	0	0	0	0	108511	0
0	2	2	2	1	2	2	0	0	0	2	108541	0
2	2	2	0	2	2	2	1	0	0	2	108591	0
1	2	1	2	0	0	1	2	0	1	2	108621	0
1	1	1	0	0	1	1	0	0	0	2	108631	0
1	0	1	0	0	0	0	0	0	0	2	108661	0
